PostId,"GROUP_CONCAT(Text SEPARATOR ' ')"
89354,"oh dear I don't understated language of  this paper. Can you explain it more. If by language you mean French then you can look at the paper *Local domains with bad sets of formal prime divisors* By Brodmann and Rotthaus: http://www.sciencedirect.com.rpa.laguardia.edu:2048/science/article/pii/0021869382900461 The link I posted above doesn't seem to work. Brodmann and Rotthaus paper is published in Journal of Algebra Volume 75 Issue 2 April 1982 Pages 386–394."
89356,"scott: I thought that for finite type things checking this on closed points was enough. Am I wrong in assuming that? Does this play any role in your counterexample? Or is it more about the non-separatedness? Based on my hazy intuition I think closed points suffice in the lemma you cite for locally finite type morphisms but I do not know a proof.  I have tried to look in a lot of places for a general statement about the triviality of a group algebraic space over a scheme whose geometric fibers are trivial but without success.  There is a statement in EGA4.3 section 9 about local constructibility of the isomorphism locus of a map but I couldn't push it through. this is so annoying. I had a similar problem with geometric bijections (morphisms which induce bijections on geometric points) and bijections on C-points. They should be the same for locally of finite type schemes but never could seem to prove it. I wish I were less ignorant.  I've never had a look at jacobson stuff and ultraschemes perhaps the time has "
89358,"I guess my answer doesn't rule out the possibility that $M$ is a homogeneous space for a non-compact Lie group but perhaps it's still interesting. there are indeed many such 4-manifolds. connected sum of any number of $K3$-surfaces is the most standard example. so if anything like this is a homogenous space $G/H$ then the maximal compact subgroup of $G$ must be zero-dimensional which means that $G$ must be contractible. This is of course impossible which means that none of such manifolds can be homogeneous. Paul : You should perhaps say ""no compact *connected* Lie group"" as there might be finite order symmetries. This is equivalent to ""no non trivial $S^1$ action""."
89359,"In the last paragraph why does $K/(K\cap H)$ have to be compact? sorry I meant to say that that we should look at a *closed* proper normal subgroup $K$. Even so how do you rule out the possibility that $K/(K\cap H)$ is a noncompact $1$-manifold? hmm I thought this was obvious but it does require some argument. how about this then.  in such situation all orbits of $K$ must be 1-dimensional submanifolds of $S^2_g$ which gives a foliation of $S^2_g$ which is impossible since its Euler characteristic is not zero."
89360,"You mean that it is $\mathbb{Z}[G\G^{(n)}]$-module? I have MKS's book but I don't know where to look at. $\mathbb{Z}[G/G^{(n)}$-module. In MKS see Chapter 5. But the more recent papers I mentioned may help more. "
89361,"Even if the Jacobian extends to a proper group scheme over $R$ there can be ramification if the characteristic of the residue field divides $N$."
89362,"This paper by Hildebrand and Tenenbaum is a survey on this problem: ""Integers without large prime factors."" J. Théor. Nombres Bordeaux 5 (1993) no. 2 411–484.  How about the following paper of A. Granville ""Smooth numbers: computational number theory and beyond"" ? Link: http://www.dms.umontreal.ca/~andrew/PDF/msrire.pdf http://www.emis.de/cgi-bin/jfmen/MATH/JFM/quick.html?first=1&maxdocs=20&type=html&an=JFM%2056.0178.04&format=complete"
89363,"Addition to the proof of claim 1: For the proof to be complete we need that $M \cap E N \cap E \neq 0$ (assume $M N \neq 0$). But this follows from the fact that $F$ is an essential extension of $E$. "
89365,"Is this of research interest? That's what this website is for as per the faq.  This question is at the level of a homework problem. derrick and gerry: yes this is a sort of homework problem for my research field but i couldn't get the answer. Then maybe you should explain a little bit about your mathematical research and how this question fits into it. Meanwhile voting to close. "
89367,"I see your point however in the problem I am considering I start with a real-valued $\omega$ on $X$ and wish to find a bundle with curvature $J\omega$ where $J$ is a section of the endomorphism bundle which is at each point at least a primitive 4th root of unity; if I'm not mistaken this does imply the endomorphism bundle is trivial. So for my specific problem the assumption is natural. Sorry let me define these things. $X$ is a smooth manifold. $\omega$ is an arbitrary 2-form on $X$. $J\omega$ is then an element of $\Omega^{2}(X)\otimes su(2)$. $E$ is a $SU(2)$ bundle over $X$. No Kähler structure is assumed.
I hope that helps. Actually I think that this problem would be more naturally stated in somewhat different terms: What can you say about connections $\nabla$ on an $SU(2)$-bundle $P\to X$ that have the property that the curvature operator $K^\nabla:\Lambda^2(TX)\to {\frak ad}(P)$ takes values in a subbundle $\textbf{J}\subset {\frak ad}(P)$ of rank $1$?  The way it's stated now the problem seems to be "
89368,"There are two meanings of a property being generically true: (1) over the generic point and (2) over a nonempty open subset. One important thing about generic points is that in many cases (1) implies (2). See also http://mathoverflow.net/questions/28496/what-should-be-learned-in-a-first-serious-schemes-course/28633#28633 To apply generic points to the first one we take the ring of projective space or at least the cone on it: $\mathbb C[xyz]$ and then quotient out by a degree-$n$ and degree-$m$ homogeneous polynomial. What are the coefficients? The degree-$n$ polynomial is any one you specify but the coefficients of the degree $m$ polynomial are new invariants. The scheme of possible polynomials is an affine space. The generic point corresponds to looking at things over the field generated by those invariants. I'm not sure you actually will get a nice answer that looks like $n\cdot m$ points or the cone on it though. That is indeed the point of view I would like to explore. Could you give me more detail? How d"
89369,"You should add this information to the question itseld and then delete this—as this is not an answer! :D
 you should also merge your accounts"
89370,"Dylan: I am pretty sure Hermann as well as Mostow does not assume compactness of $G$ only of $G/H$. If $G$ is compact then in fact the result is much older and nowadays fairly easy. If $G$ is connected and compact and the rank of $H$ equals the rank of $G$ then there is a fibre bundle $H/T \to G/T \to G/H$ where $T$ is the maximal torus. By Hopf-Samelson the Euler numbers of $G/T$ and $H/T$ are given by the order of the Weyl groups hence both positive so $\chi(G/H)>0$.   If $H$ has smaller rank $S \subset H$ is a maximal torus of $H$ $S \subset T \subset G$ a maximal torus of $G$. The fibre bundle $T/S  G/S \to G/T$ shows that $\chi(G/S)=0$. The fibre bundle $H/S \to G/S \to G/H$ shows $0=\chi(G/S) = \chi(H/S) \chi(G/H) = # W_H \chi(G/H)$ and so $\chi(G/H)\geq 0$. Now I see this is also implied by Vitali's post... I wonder if Mostov knew this? This is also proven in R. Hermann ""Compactification of homogeneous spaces. I."" J. Math. Mech. 14 1965 655–678. Apparently Mostow did not know that paper.  Are you sur"
89373,"Ten meetings in total?  Ten meetings per day during five days (i.e. 50 meetings)?  Does the graph have 60 vertices because there are 60 people in total?  What if I partition the graph as you say into disjoint complete graphs of 6 vertices how does the the number ""five"" (as in ""five days"") enter the picture?  etc.  I'm sorry but I think this question is very poorly formulated.   Maybe you can clarify? This type of problem is studied in combinatorial design theory not graph theory. If every pair of people would meet exactly once or exactly $\lambda$ times this would be a resolvable block design. If simple divisibility checks are satisfied you should expect resolvable block designs to exist for large enough numbers of vertices but unfortunately $59$ is not divisible by $5$ so there is no way to take just part of a resolvable block design with $\lambda=1$ here. Nevertheless there are many ways to construct resolvable block designs and you should talk to a design theorist.  For some reason I can't edit the questio"
89374,"Definition here: http://groupprops.subwiki.org/wiki/Monolithic_group. Thank HW for the link."
89375,"There is a counter-example in Rudin ""Real and complex analysis"" section 7.9 (page 143 in my edition).  But this uses the continuum hypothesis and the answers below seem to work in ZFC."
89376,"At the risk of stating the obvious of course there is an algorithm (assuming $G$ is finite). For each vertex $v$ find its distance to each other vertex; for each vertex $v$ look at the numbers you've worked out and see which one is largest; look at this list of largest numbers and see which ones are smallest. Perhaps you wanted to ask what the most efficient algorithm is?"
89381,"Regarding showing a degree ten-polynomial non-negative on $x<y<\sqrt{x}$. I asked a similar question a while back at http://mathoverflow.net/questions/1493/software-for-rigorous-optimization-of-real-polynomials The answer was QEPCAD which is a software that can do quantifier elimination for the theory of real closed fields. The software is not polished but is usable. It might or might not choke on your polynomial (time and space complexity is large) but it is worth a try.  In my last comment $O(p^{-1/2})$ meant relative error of the coefficients. Boris do you care to make your comment into an answer so that we can all comment on it more easily? 

This certainly looks useful - though I wonder how to quote it in a paper. I was also hoping there might be an elegant proof by hand I am not seeing.

Just so that we are all on the same page - the crude bound
$A\leq \frac{\zeta(s_1+s_2)\zeta(2s_1+s_2)\zeta(s_1+2s_2)}{\zeta(3s_1+3s_2) \zeta(4s_1+s_2)\zeta(2s_1+4s_2)}$ is easy to show. I can also show prove a decent bo"
89382,"This might be a stupid question but: How good is Kuiper's theorem actually? Can I contract U(H) through group homomorphisms? Hmm I think I can solve this using the source map as a fibration with fiber $U(H)$. Does this work?"
89383,"For the torus the filling in by rows also yields the same average $\frac{k^2-1}k$ as for $k=2^n$ the Morton layout! "
89384,"There is a workshop called ""Catégories supérieures polygraphes homotopie"" in Paris: http://www.pps.jussieu.fr/gdt-h-ncat/. I have listened to many talks related to these questions there. People are welcome. Oh yes that's a good idea to have that link here. To people not familiar with the French system: what Jonathan called a workshop is more commonly called a working group (continuous meetings where participants present various results in the area studied by the working group)."
89385,"Even better - thank you so much!"
89387,"Thank Martino for the link but I think it is not suitable for what I am looking for."
89392,"Where does this come from (the restriction on $n$ is a little peculiar...)?
 IIRC equally spacing points on spheres generally is hard (there are easy symmetric cases). Typically one treats the points as electric charges and lets them equilibrate to get a practical solution. Igor from playing with noisy optimization: Nelder-Mead tracks d+1 points. (You're welcome to unrestrict ...)"
89395,"I mean a smooth surface X/k if the structure morphism X to k is smooth What is a smooth surface over an arbitrary field?"
89396,"Pierre: I don't know how hard your questions are but in general the answer probably just got harder with the withdrawal today of a joint preprint on arXiv by Bowman-De Visscher-Orellana on decomposition of tensor products of Specht modules.   One or two of the authors have been involved earlier in parallel questions about tensor products of Weyl modules in small cases which certainly illustrate how difficult the problem is there.   I wouldn't expect miracles in the search for indecomposable modules. This is not exactly what you asked for but maybe you will the reference useful. Thrall and Nesbitt have a series of papers about modular representation theory of the symmetric group. The reference for the first paper of the series is: Thrall R. M.; Nesbitt C. J.
On the modular representations of the symmetric group.
Ann. of Math. (2) 43 (1942). 656–670 MR0007418 (4134a)."
89397,"I like this appendix by Verdier. Thanks for putting it here."
89398,"The quasi-compact semi-separated case can also be found in Daniel Murfet's notes. See Section 6 of http://therisingsea.org/notes/Section3.8-HigherDirectImageOfSheaves.pdf Thanks for the reference. Slightly off topic but I'm wondering how you are getting the global sections functor here? It is certainly a representable functor with representing object $\mathscr{O}_X$ but if the underlying space/site $X$ is unknown how does one get $\mathscr{O}_X$? Could there be some kind of Morita equivalence that prevents us from uniquely identifying this object? Proposition B.8 in Thomason-Trobaugh Higher Algebraic K-Theory of Schemes (in the Grothendieck Festschrift) has the case $X$ quasi-compact and semi-separated. I don't see why the proof that every injective sheaf is flabby (Hartshorne p. 207) should not work for $F$?
 a-fortiori: Great! Please post this as an answer (it is not just a comment). Xogn: Extension by zero kills quasi-coherence. Zhen Lin: I regard $\mathrm{Qcoh}(X)$ as a cocomplete tensor category; its uni"
89403,"I don't know.  I haven't heard of one. Interesting! Is there an analogous family for odd primes?"
89404,"Thanks for this answer! I've looked at the LNM by Erdmann it certainly is full of information. I've noticed that Benson's book on representations and cohomology contains a description of the indecomposable modules for the dihedral groups which I realize thanks to you is crucial to the general question.

Yet I haven't found the same thing for $S_4$. I wonder how much harder it is."
89405,"Thank you for the references.  I was aware of ""cartesean closed"" expansions of the Smooth category which your second reference goes into but I am interested in pushouts that are specifically Smooth.  This ""diptych"" idea in Pradines looks interesting possibly providing a good way to phrase nec./suf. conditions for a smooth pushout.  I'll keep looking at it hopefully I find something"
89406,"$A = \mathbb{Z}_{n}$ is torsion and $C = \mathbb{Z}$ is tosion free. What can you say about $Hom(AC)$ in this case? With the same $C$ and $A = \mathbb{Q}$ a divisible abelian group what can you say about $Hom(AC)$?"
89407,"Sorry my question was probably not clear: I am familiar with the original meaning of the word _generic_ in each case. I was looking for ""new"" way of stating them using the language of _generic points_ of schemes.

P.S. Bernshtein's original paper actually stated the genericity conditions in a stronger form (part b of the theorem) using face systems (aka. initial form systems)."
89408,"One more comment to interpret the result. We have shown that the proportion of vectors of weight $k$ among all vectors of a random $K$-dimensional subset is about $2^{-N}\binom Nk$ which is the proportion of vectors of weight $k$ among all vectors of $F_2^K$. In other words lying in a $K$-dimensional subspace is independent from having weight $k$. Pretty expectable! To comment just above --- if ""K"" is very big  e.g. extreme case K=N - so there is only one ""subspace"" which is space itself then of course number of weight ""k"" vectors is C_n^k so if ""K"" is something near it we may expect similar result...   Seva WOW !!! Can we understand what distribution we get when KN are ""large"" ?  It might be just something simple related to binomial distribution tending to normal distribution ...  I appended two lines to my answer to address this. if sum k=1...N I expect to get 1+O(1) but we get 2^K... is it correct ?  What we computed is the average (=expected) number of vectors of weight $k$ in a randomly chosen $K$-dimens"
89411,"Hello you don't need to answer but you can just comment the answers. Moreover you can use the same account. Finally in MathOverflow people usually thanks also by voting-up the answers and accepting (the button right below the vote) the answer that they find more helpful."
89412,"thanks a lot I didn't make the question clear but I want to know surface over non algebraic closed field in particular:)"
89413,"right this is what I observed but haven't found out how to prove it. If one wanted to show it recursively she would have take care of the partial product and its derivative as well... For the partial products it even seems like the polynomials $$\frac{(-1)^N}{(q-1)^{3N-2}}\frac{d^2}{dq^2}\prod_{n=1}^N (1-q^{2n-1})^2(1-q^{2n})$$ have positive and unimodal coefficients. See e.g.  tinyurl.com/WolframForNEq8 :)"
89414,"The short answer to the question is no.  As it stands the question is either trivial or too vague and unfocused to be appropriate to MO. Voting to close. Please read http://mathoverflow.net/howtoask and http://mathoverflow.net/faq.  One of the requirements to ask a good question is that you put a lot of thought into it yourself and make that effort clear.  I vote to close."
89431,"This post is historically inaccurate. Gell-Mann proposed these matrices not for use in the $SU(3)$ gauge theory of the Standard Model but rather for the approximate $SU(3)$ flavor symmetry of the quark model. And as mentioned in the answer below there is nothing special about this particular set of matrices. It is just one basis and any other basis would work equally well. Why is this question appropriate to MO?
"
89441,"What is the analytic generator?  More details could help.  Also FYI: in order to get brace brackets to show up you need to precede them by two backslashes rather than the usual one. By analytic generator is meant that $A$ generates analytic semigroup of operators on $X$. Now what I feel is true but I am not completely sure is that the part $A_Y$ of $A$ also generates analytic semigroup in $Y$. Sorry I need to add one correction. $Y$ is actually not a subspace of 
$X$ but another Banach space which is continuously embedded in $X$.
I suppose this makes things more interesting.  What's the ""analytic semigroup in ""Y""??  If $(T_t)_{t\geq 0}$ is your semigroup is this the assumption that each $T_t$ restricts to an operator on $Y$?  Or something else? Please _edit_ your original question rather than leaving ""corrections"" as comments..."
89442,"Another idea:  Try the same exercise but use half as many digits for 30 numbers.  When you find 30 numbers with a few errors (people meeting more than once) but equal occurrences of digits clone that solution and see if you can fix the errors by exchanging people with their clones.  Gerhard ""Double The Freshness And Flavor"" Paseman 2012.02.24 This is a reasonable idea but does add a further condition that the people come from 6 companies ( 10 from each) and you never have 2 people from the same company in a meeting. It is not obvious that the desired setup is possible but is it obvious you cant manage 6 days or 10 or 11 (dropping the restriction)"
89450,"The parameter $p$ seems completely redundant in your current setting. Also do you assume a bound on the $R_i$? In any case try searching for ""Azuma's inequality"" and ""concentration of measure"". It's not clear to me that $p$ is redundant because if an $R_t$ is not ""activated"" with probability $p$ then it is not counted in $X_t$. Also I don't see how Azuma's inequality would apply because the $X_t$ are not a martingale (as far as I can tell). Maybe I misunderstood your question. Can you give precise definition of $X_t$? is it $R_1+\ldots+R_t$ divided by the number of nonzeros among them? Ori: Why can't it be $(R_1+\cdots+R_t)/t$ as Volodymyr says? Brendan: Volodymyr wrote ""if an $R_t$ is not ""activated"" with probability $p$ then it is not counted in $X_t$"". I take this to mean that you divide by the number of activated $R_t$'s. This is also consistent with the expectation being $T E(R)$. Ori: Yes I didn't see Volodymyr's comment. The question is confusingly written. By what do you divide if the number of nonzer"
89494,"[edited only to insert ""r"" into the title's ""Hilbert""]"
89512,"I think this would be more appropriate for math.stackexchange.com For your first question it is a fact (basically the Hurewicz theorem) that De Rham cohomology doesn't distinguish between simply connected manifolds and those whose fundamental group has trivial abelianization.  In particular it misses a lot of torsion phenomena.

For your second question you might find this useful: http://en.wikipedia.org/wiki/Hodge_theory.   Sean I am not sure this will get good answers on MSE in its present form. Here is a comment about the relation between simple connectivity and the nullity of the 1st De Rham cohomology group in Euclidean 3-space. The complement of a wild arc in Euclidean space (which is a smooth manifold) may have a perfect non-trivial fundamental group whence trivial DeRham cohomology. On the other hand if we focus on very tame spatial domains i.e. we take on open subset M of the 3-space that is the internal part of a smooth compact manifold with boundary then Fox's reimbedding Theorem implies that M is "
89536,"This question is a totally fair question but doesn't belong on this site - try asking it on math.stackexchange.com where you should get some good answers. OK I'll wait for some time. If others agree I'll move this question to MSE. "
89539,"You might have a better chance of getting a good answer at http://stats.stackexchange.com/ . The covariance is $0$ the correlation is undefined.  Correlations (when defined) are always in the interval $[-11]$."
89547,"Math.stackexchange.com is probably a better place to ask this. I believe Chris was asking you these questions to stimulate your own thoughts and to try and gauge what you do or don't already know. The aim was not for you to then ask *us* how to do them. In any case I second Mariano's comment."
89556,"Meta discussion - http://meta.mathoverflow.net/discussion/1314/changing-a-question-to-make-it-acceptable-question-89556  I'm guessing the words ""small change"" are
I'll defined enough to get this question closed. That being said when you prove theorems you have some assumptions on the objects of study in a huge number of cases removing an assumption makes the theorem not just more difficult but plain wrong. But it's at a fundamental level. An example of this is Fermat's Last theorem(I went with the most obvious example possible) if you take R or C rather than Z solutions exist and the proof is fairly straightforward.  Thanks. I understand that the term 'small change' is vague. In fact I thought about it while posing the question. The small change what I mean is in the hypothesis like relaxing compactness assumptions or changing the space from Zygmund class of functions to Log-lipschitz class or the example I stated in thee question linear programming to integer linear programming that is looking for a solution"
89564,"You should post this as a seperate question not as answer to the orginal one."
89566,"You may look at exponential distribution. http://en.wikipedia.org/wiki/Exponential_distribution Better than other functions at doing **what**? Also why is this tagged as ""functional analysis""? What's wrong with $f(x)= 2\pi^{-1} \arctan(x)$ for instance? Not a real question. A real question would document instances where that function is used so we might actually have something to talk about. "
89570,"Not a small change in my opinion"
89573,"What does Feller's book say? Can you give me the full reference please? There is a well-known two volume book by Feller on probability theory. If you have access to an academic library they will surely have a copy. See also http://mathoverflow.net/howtoask and i thought you are familir with the book. i am holding it in my hand and the book introduces the same topic as many other books and non of which cover this specific question nor there is an option to derive the question above in any manner. please try to help instead of avoiding the question :) I never said Feller's book would have the answer but your question gave no indication of what you already knew why you want the probability in closed form as opposed to a large $n$ asymptotic why you want lower than rather than $\leq$ and so on. Moreover when $k=1$ the distance travelled rightwards after $n$ steps is the sum of $n$ i.i.d. $\pm 1$ random variables hence a simple transformation of a binomial r.v. Now at this point it becomes important whether you ju"
89575,"Oops. Sorry Willie. Misread your equation.  Why are you only a freshman already interested in PDE's of mixed type? For starters geometric analysis $\setminus$ PDE $\cap$ geometry $\neq \emptyset$?    BTW I don't think that the question as stated is a good fit for MathOverflow. PDE and geometric analysis are both huge subjects with certain degree of overlap (as well as nonempty symmetric difference) if you are asking ""what's the difference between PDE and geometric analysis"" you are actually basically asking ""What is PDE"" and ""What is geometric analysis"" both of which are extremely broad questions! Willie you're right. Lancy should start by talking to his classmates and teachers and come back to MathOverflow with more specific questions that his classmates and teachers aren't able to answer. Willie I beg to differ with your first comment which expresses a widely held view that geometric analysis always means geometric applications and properties of PDE""s. In fact I was told that it also means only geometric ap"
89578,"Way too much abstraction here. You're talking about one point and a neighborhood of it. Do everything in local co-ordinate and it's all very easy and clear. You can't answer this question without using the actual definition of a ""jet"". Don't see how this will help. In local coordinates the jet equations are 'matrix equations' involving the Jacobi-matrices. But I still can't see how this lifts to the function equations. 

Can you give a little more details please? Maybe the answer is even easier... By definition you have a representative for $j^1_mf$ in some small neighborhood $U$ of $m$. Since $j^1_mf=j^1_mg$ just take the same representative for $g$. diverietti is of course right. $j^1_mf$ is by definition an equivalence class and you can't have an empty equivalence class. But you might as well write all the ""matrix equations"" out explicitly and write down explicit formulas for everything. By the way presumably you know the answer when $M$ and $N$ are 1-dimensional right? dverietti: That only applies to the "
89580,"I find your wondering confusing.  You can get more than an approximate expression you can get an exact one.   Up to an isometry your solutions all look like $(e^{a_1t}x_1 \cdots e^{a_nt}x_n)$ where $a_1 \cdots a_n$ are the eigenvalues of $B$.  So $x$ as a function of time is just the orthogonal projection of $(e^{a_1t}x_1 \cdots e^{a_nt}x_n)$ onto some line in $\mathbb R^n$ (the line depends on the eigenvectors of $B$).  But maybe someone can provide a reference for Leo to look at? Smale and Hirsh's ""Differential Equations Dynamical Systems and Linear Algebra"" is a classic for this kind of material. "
89586,"Clara Loeh has recently submitted a paper on arxiv for the case of finitely generated Abelian groups.   I have not looked at the paper but suspect it is for undirected graphs.  Gerhard ""Ask Me About System Design"" Paseman 2012.02.27 Yes it is for undirected graphs. Thanks for the further comments (question corrected) and apologies as I did not have time to look at the papers... My intuition was somehow against Abelian groups being potential counter-examples but I could easily be wrong."
89594,"E.g. calculating the volume and surface area of the sphere. Your question is off-topic here. Read the FAQ and try http://math.stackexchange.com/ Do you think that the other parts of calculus have applications in engineering courses like differentiation and integration?  Well differentiation and integration use limits in an essential way!"
89606,"What is $(A/p)_p$ in the def. of $F$ ? Shouldn't it be $F=B\otimes_A k(p)$ where $k(p) = A_p/pA_p = \text{Quot}(A/p)$ ?  $k(p)=A_p/pA_p=(A/p)_p. (A/p)_p means (A/p)_{p/p}$. This is an exercise in Matsumura's *Commutative ring theory* page 185 Exercise 23.2. Ok.thanks dear Majidi. Can you explain itplease. I don't see where the definition of fiber is used in your question. Also if $A$ is not local does $\hat{A}$ mean completion with respect to Jacobson radical of $A$? I'm trying to provide the conditions of proposition 2.1.16 in (cohen macaulay rings by Bruns-Herzog)"
89607,"Try googling..."
89611,"But isn't this question different from the original one? In the original one you say that only the 1-jets at a given point of $f_1$ $f_2$ $g$ and $h$ are given and ask whether they can be extended to functions. Here you say that the functions $f_1$ $f_2$ and $h$ are given and ask if the $1$-jet solution to $g$ can be extended to a function. The two questions are rather different. No I'm still looking for functions with given Jacobians. Here I'm looking for the functions $g$ with Jacobian $J$ at a point. Stating the the function $f_i$ and $h_i$ are known is not important. I just wrote it to point in the direction I'm looking at I just did this because it looked to me that you don't get the idea. But in you last comment (Deane) you are right: The question is wether or not the Jacobians could be 'extended' (better lifted or even integrated) to functions having theses these Jacobians at a given point. The point here is that comments about 'solving the matrix equation' doesn't makes sense to me at all so I gave an"
89613,"Fractals provide very useful and general models in nature undoubtedly... but I wouldn't say that a cabbage a lightning a rock fracture a fern leaf *are* fractals. In general I think ""mathematical objects present in nature"" is somehow a misleading expression. Mathematical objects are categories that we use  to represent objects of the world and the correspondence is by no means one-to-one in either direction. Depending on our scopes the sea surface can ""be"" a plane but it may be a spherical cap as well and so on. But surely it can't simply be some sort of coincidence. There has to be an explanation to this (leaving aside that in nature they're merely approximations to the abstract mathematical object). Wikipedia presents a brief list of fractals Mandelbrot has written on the fractal geometry of nature. Are you saying that it's overly exaggerated? I believe some suggested that because of the simple repetitive rules for building a fractal they could stand for the very mechanisms which biological cells use to bui"
89614,"In general this question was better asked in http://math.stackexchange.com than here since it is not a research level question."
89616,"Can the downvoter explain?"
89633,"Well all the distances might be the same. As I said the hotel is not embedded in R^3 ;)"
89639,"Look up Cholesky decomposition You cannot estimate $A.$ Suppose $A$ is the Cholesky decomposition of $P$ which is easy to compute and numerically stable. Then given any orthogonal matrix $R$ meaning $R^T \; R = I$ then consider $B = R A.$ We get $$B^T \; B = (RA)^T \; R A = A^T \; R^T \; R \; A = A^T \; I \; A = P. $$ I apologize - the original question was formulated poorly.  The matrix A is symmetric as well. There can be many different looking symmetric matrices each of whose square is the identity matrix. The converse of Will's observation also holds: ie.  if $A$ is
nonsingular  and $P=A_1^TA_1=A_2^TA_2$ then $R=A_2A_1^{-1}=R^T$ is
orthogonal and $A_2=RA_1$. In this case if you think of the
Euclidean lattice generated by the columns of $A$ then $P=A^TA$ is
the Gram matrix (the quadratic form) and this just say that the Gram
matrix determines the lattice upto a rotation. But this does not
answer the question after finding $P=A^TA$ by Cholesky we know all
solutions are given by $RA R \in O(N)$ some  of the "
89646,"$\varinjlim$ means direct limit and $\varprojlim$ means inverse limit. I think the following short exact sequence can be helpful.

$0\rightarrow a^n/b^n\rightarrow R/b^n\rightarrow R/b^n\rightarrow  0$ anna does this answers your problem? Anna what if you replace $R$ by an injective resolution take the exact sequence of complexes corresponding to the short exact sequence you mentioned and apply my comment above to the limit? are there any general theorems on what the limit $a^n/b^n$ should look like in a local ring? (I mean if you take an injective resolution for R then that thing becomes the dth cohomology of some complex. lim is exact (right?) so you might as well take the limit before computing cohomology. (just a shot in the dark) 0→an/bn→R/bn→R/an→0 I don't know if this is helpful but if you had $\mathfrak{a}=R$ then you are simply computing here (the cohomology of) $R\Gamma_{\mathfrak{b}} R$ which is just the infinite Koszul complex of $\mathfrak{b}$. It isn't helpful. Just so I understand when "
89651,"Take a look at Lefschetz' book ""Algebraic topology"" the beginning has a lot of detailed background on topological groups and Pontryagin duality. It's a little old fashioned but I found it very useful.

"
89658,"What you have called the incidence matrix is actually the adjacency matrix (as will be clear if you read the article you've linked to).

Your approach translates all coding theory questions into graph theory questions. It seems unlikely that much will be gained by the translation. Of course there are many papers studying the case when $A$ is sparse (LDPC codes). Chris Thank You I corrected ! Shame on me I am always mixing these matrices. Fields medalist G. Margulis constructed some ""good"" LDPC codes by Cayley graphs (???) of some groups GL(Fp) - as I heard but not really understand. There are lots of papers about ""expanders"" graphs which is probably related to this question... I just start learning these things so may be question is not really good..."
89664,"Geoff. I agree that's part of what I tried to say. The issues are in quantum physicis (my field) most readers would not be familiar with character theory. Thus in a paper I prefer to work out these properties or to cite a clear reference. In this case this concept of ""orhogonal groups"" is very popular in Quantum Computation and has been used quite extensively in algorithm design for more than a decade. Therefore I am still interested on knowing what is the most common name for it in Math and on finding it somewhere on the standard literature. http://en.wikipedia.org/wiki/Character_theory#Orthogonality_relations What is $\chi_g$? Also you can write $+$ for the join since the groups are abelian and thus the join is just the sum of $\mathbb Z$-submodules. I clarified the notation for $\chi_g$ typically in our field one starts with a cyclic decomposition of $G$ and then the notation makes more sense. Is it clear now? Also I removed the join entirely since one can say the same thing using generating brackets which"
89666,"I agree that random constructions are a fool's venture; one must pack these partitions into $K_{60}$ with density almost 1/2.  Thanks for the insight Kevin.  I'm surprised one can go for 11 days under slightly different circumstances. Actually I wrote some code on Friday that attempted to generate a solution randomly.  It failed spectacularly.  I suspect that this schedule is actually impossible and maybe some structural analysis could prove it.

For example take ""person"" $v_1$ and a Monday schedule 1-6 7-12 etc.  For the next four days $v_1$ will meet with 20 other people and there are 54 available.  $v_1$ can't meet with 5 people from any other group because they would all have to be on different days so $v_1$ meets with $\leq 4$ people from each other group... PS Jim you posted an answer where a comment would be more appropriate. I am not a combinatorial design theorist so I do not know if difference sets are appropriate here.  They seem to me to be similar to your prime number approach I think they help w"
89704,"Yves: it is better practice to add updates to your original question suing the ""edit"" functionality rather than posting them in the box reserved for ""answers"". MO does not work like a blog comment thread and if you write comments in the answer boxes it is not clear for new readers of the question what is going on."
89735,"Thanks are to all of you. Intersection theory is really a good way to approach such kind of question. I am pretty sure that $\mathbb{P}^1 \times \mathbb{P}^1$ is the only case unfortunately though I don't have a reference or proof off hand. Note that the other rational ruled surfaces still admit certain ""large"" group actions for example they are all toric.  Surely an automorphism has to preserve the negative section no? So a point on that curve can not be moved away from it. (So yes P1xP1 is the only case)"
89747,"This is probably not a homework question.
 Actually there's something stronger true than what you say in the last line.  Namely if $R$ is *any* commutative ring $M$ is a finitely *presented* module and $N$ is *any* module then $Ass Hom_R(MN) = Supp M \cap Ass N$.  This is indeed well-known.  For instance it appears as an exercise in the book by Bruns and Herzog. It would be most helpful if you give some motivation and/or background. The way it phrased now makes it look like you want us to do your homework... You would really think about me."
89756,"Bo: I added some backticks around some formulas; this is sometimes necessary since two programs try to process the sourcecode and the backticks prevent the first one (markdown) to do 'its job' where it should not (ie in ceratain formulas). In particular lessthan-signs and double backslashes tend to cause problems. Hope I did not mess up anything in the process.
Geoff Robinson: it was not diplayed due to a formatting problem.  Bo: sorry for the confusion due to some parallel edits. In case you reedit please check my version. I added only six backticks three pairs: around the big formula and the two formulas containing less than signs.  quid: Great thanks for your help! Geoff Robinson: now it works and thank you ! "
